"","Date","Time","Location","Operator","Flight #","Route","Type","Registration","Aboard","Fatalities","Ground","Summary","Manufacturer","SurvivorToFatalitiesRatio","DeathRatePercentage"
"591","08/23/1942","Unknown time","England","Military - Royal Air Force","Unknown Flight #","Unknown Route","Short Sunderland","W4026",14.00,13.00,0.00,"No information on how the accident occured","Short",0.93,93
"592","08/25/1942","14:00","Scotland","Military - Royal Air Force","Unknown Flight #","Unknown Route","Short Sunderland (flying boat)","W4026",14.00,13.00,0.00,"The plane crashed while on a flight to Iceland during WWII. The aircraft was part of the 228th Squadron RAF.  The plane hit high ground at Eagle Rock in the Scottish Highlands in poor visibility. Possible navigational error but exact cause unknown.  Prince George, Duke of Kent was among the dead.","Short",0.93,93
"593","09/27/1942","Unknown time","Algeria","Air France","Unknown Flight #","Unknown Route","Dewoitine D-342","F-ARIZ",25.00,25.00,0.00,"Crashed during takeoff.","Dewoitine",1.00,100
"594","10/01/1942","Unknown time","China","China National Aviation Corporation","Unknown Flight #","Unknown Route","Douglas C-47","69",27.55,20.07,1.61,"Crashed while attempting to land after losing oil pressure on one engine.","Douglas",0.73,73
"595","10/01/1942","09:30","Puerto Rico","Military - U.S. Army Air Forces","Unknown Flight #","Caomo - San Juan","Douglas C-39-DO  (DC-2)","38-524",22.00,22.00,0.00,"The aircraft made a wide descending turn with engines running roughly and crashed into a hill.","Douglas",1.00,100
"596","10/03/1942","19:05","Newfoundland","American Export Airlines","71","New York - Botwood - Foynes, Ireland","Sirkorsky 44A (flying boat)","NC41880",37.00,11.00,0.00,"While attempting to takeoff, aircraft porpoised, attained a height of 35 ft. and then crashed into the water and broke up. Inadvertent actuation of the wing flaps to the full 35 degrees position during the take-off run, thereby rendering the aircraft excessively nose-heavy and uncontrollable.","Sirkorsky",0.30,30
"597","10/22/1942","Unknown time","Unknown Location","Deutsche Lufthansa","7208","Unknown Route","Junkers JU-52/3m","D-AYGX",17.00,17.00,0.00,"No information on how the accident occured","Junkers",1.00,100
"598","10/23/1942","17:15","California","American Airlines / Military - USAF","28","Palm Springs - New York City","Douglas DC-3 / Boeing B-34","NC16017",13.00,12.00,0.00,"Midair collision between an Army bomber and airliner over Chino Canyon near Palm Springs at 9,000 feet destroying the rudder of the DC-3.  All 12 aboard the DC-3 were killed. The Boeing B-34 landed safely with minor damage. The reckless and irresponsible conduct of the bomber pilot, William Wilson, in deliberately maneuvering a bomber in dangerous proximity to an airliner in an unjustifiable attempt to attract the attention of the first officer, his friend aboard the airliner. Composer and song writer Ralph Rainger, 41, killed.`","Douglas",0.92,92
"599","10/30/1942","Unknown time","Norway","Military - Royal Air Force","Unknown Flight #","Unknown Route","Handley Page HP-57 Halifax","W7773",10.00,10.00,0.00,"No information on how the accident occured","Handley",1.00,100
"600","12/15/1942","01:22","Utah","Western Airlines","13","Salt Lake - Las Vegas - Burbank","Douglas DC-3A","NC16060",19.00,17.00,0.00,"Crashed after performing a violent maneuver.  Failure of the left, or possibly both wing tips and of the horizontal  tail  surfaces as a result of a sever pull-up which caused unusual and  abnormally high air loads. The reason the pull-up maneuver was not determined.","Douglas",0.89,89
"601","12/19/1942","Unknown time","Vienna","DLL","Unknown Flight #","Unknown Route","Junkers JU-52/3m","OY-DAL",16.00,2.00,0.00,"No information on how the accident occured","Junkers",0.12,12
"602","01/09/1943","Unknown time","Portugal","British Overseas Airways","Unknown Flight #","Unknown Route","Short S-26 (flying boat)","G-AFCK",13.00,13.00,0.00,"No information on how the accident occured","Short",1.00,100
"603","01/15/1943","Unknown time","Dutch Guyana","Military - U.S. Army Air Forces","Unknown Flight #","Unknown Route","Douglas C-54A","42-32939",35.00,35.00,0.00,"Crashed along the coast of South American while en route to Africa.","Douglas",1.00,100
"604","01/18/1943","23:00","AtlantiOcean","Military - U.S. Army Air Forces","Unknown Flight #","Accra, Ghana - Natal, Brazil","Consolidated C-87","41-1708",26.00,26.00,0.00,"Disappeared while en route and never found.","Consolidated",1.00,100
"605","01/21/1943","07:30","California","Pan American World Airways","V-1104","Hawaii - San Francisco","Martin M-130 (flying boat)","NC14715",19.00,19.00,0.00,"Flew into a 2,500 ft. mountain while circling in bad weather, after being unable to land in darkness and deciding whether to divert to San Diego. Clipped trees, struck the ground and broke up.  Failure of the captain to determine his position accurately before descending to a dangerously low altitude under extremely poor weather conditions during the hours of darkness. The aircraft was named Philippine Clipper.","Martin",1.00,100
"606","01/22/1943","15:15","Peru","Pan American Grace Airlines","9","Santiago, Chili - Arequipa, Peru - Lima, Peru","Douglas DC-3A","NC33645",15.00,14.00,0.00,"The aircraft crashed into the Mt. Chaparra in the Andes mountains while en route.  Action of the pilot in continuing the flight on instruments in the overcast, contrary to company flight procedure of which, according to the evidence, the pilot was aware.","Douglas",0.93,93
"607","02/09/1943","Unknown time","Newfoundland","British Overseas Airways","Unknown Flight #","Unknown Route","Consolidated 32-3 Liberator II","AL-591",21.00,19.00,0.00,"Ran out of fuel.","Consolidated",0.90,90
"608","02/18/1943","12:30","Washington","Private - Boeing Aircraft Company","Unknown Flight #","Test flight","Boeing XB-29","41-3",10.00,10.00,20.00,"Lost altitude, struck power lines and crashed into a packing house after encountering an engine fire on a test flight.","Boeing",1.00,100
"609","02/22/1943","06:47","Portugal","Pan American World Airways","9035","New York City - Lisbon","Boeing B-314 (flying boat)","NC18603",39.00,25.00,0.00,"Crashed into the Targus River in poor weather while attempting to land. Inadvertent contact of the left wing tip of the aircraft with the water while making a descending turn preparatory to landing. The aircraft was named the Yankee Clipper.  Novelist Ben Robertson and singer, actress Tamara Drasin, 34, among those killed. Actress Jane Froman seriously injured.","Boeing",0.64,64
"610","03/11/1943","Unknown time","China","China National Aviation Corporation","Unknown Flight #","Kunming - Assam","Douglas C-53","53",3.00,3.00,0.00,"The cargo plane was caught in a downdraft in a mountain pass en route and crashed.","Douglas",1.00,100
"611","03/13/1943","Unknown time","China","China National Aviation Corporation","Unknown Flight #","Kunming - Dinjan","Douglas C-53","49",3.00,3.00,0.00,"Disappeared over the Himalayas.","Douglas",1.00,100
"612","03/27/1943","05:15","Australia","Military - Royal Australian Air Force","Unknown Flight #","Unknown Route","Douglas C-47-DL","A65-2",24.00,24.00,0.00,"The aircraft, taking off in darkness and poor visibility, crashed in heavy timber and caught fire.","Douglas",1.00,100
"613","04/22/1943","Unknown time","New Guinea","Qantas","Unknown Flight #","Unknown Route","Short S-23","VH-ADU",13.00,13.00,0.00,"Stalled and crashed in poor weather into the water during an emergency landing on the open sea. Broke up in heavy seas.","Short",1.00,100
"614","06/01/1943","11:00","Off the coast of France","British Overseas Airways","2L272","Lisbon - London","Douglas DC-3","G-AGBB",17.00,17.00,0.00,"Shot down by the German Air Force over the Bay of Biscay. The last message received from the plane was it was being attacked by an enemy aircraft. The aircraft had a Dutch crew. British actor Leslie Howard, 42, killed.","Douglas",1.00,100
"615","06/07/1943","04:00","North Carolina","Military - U.S. Army Air Forces","Unknown Flight #","Pope Field - Maxton","Douglas C-47A-DL","42-23512",20.00,20.00,0.00,"Crashed in thunderstorm activity while attempting to land.","Douglas",1.00,100
"616","06/14/1943","Unknown time","Australia","Military - U.S. Army Air Forces","Unknown Flight #","Unknown Route","B-17C Flying Fortress","Unknown Registration",41.00,40.00,0.00,"The aircraft took off into ground fog and leveled off at an altitude of about 300 feet. In a matter of minutes the plane had caught fire in the air, and as it dived into the trees one of its wings came away leaving a great opening in the fuselage through which most of the passengers were emptied into the bush before the final impact.","B",0.98,98
"617","06/16/1943","Unknown time","Sudan","British Overseas Airways","Unknown Flight #","Unknown Route","Lockheed Hudson VI","FK-459",17.00,17.00,0.00,"No information on how the accident occured","Lockheed",1.00,100
"618","06/30/1943","Unknown time","Sudan","British Overseas Airways","Unknown Flight #","Unknown Route","Lockheed Hudson VI","FK-618",16.00,16.00,0.00,"No information on how the accident occured","Lockheed",1.00,100
"619","07/04/1943","23:00","Gibraltar","Unknown Operator","Unknown Flight #","Unknown Route","Consolidated Liberator B24 C","A-L-523",13.00,12.00,0.00,"The flight, bound for London, crashed into the Mediterranean shortly after takeoff. Wladyslaw Sikorski, prime minister of the Polish government in exile, killed.","Consolidated",0.92,92
"620","07/28/1943","Unknown time","Ireland","British Overseas Airways","Unknown Flight #","Lisbon - Foynes - Poole","Short Sunderland 3 (flying boat)","G-AGES",25.00,12.00,0.00,"No information on how the accident occured","Short",0.48,48
"621","07/28/1943","22:43","Kentucky","American Airlines","63","Cleveland - Memphis","Douglas DC-3","NC16014",22.00,20.00,0.00,"The aircraft crashed into trees while attempting to land in strong turbulence and violent downdrafts. There was evidence that most of the occupants in the cabin were victims of suffocation or fire, or both, because of their inability to effect an exit from the aircraft. Loss of control of the aircraft due to unusually severe turbulence and violent downdraft caused by a thunderstorm of unknown and unpredictable intensity.","Douglas",0.91,91
"622","08/01/1943","15:00","Romania","Military - U.S. Army Air Forces","Unknown Flight #","Bombing run","Consolidated B-24","Unknown Registration",10.00,10.00,63.00,"Crashed into a women's prison after being hit by anti-aircraft fire while on a bombing run.","Consolidated",1.00,100
"623","08/07/1943","05:20","Australia","Military - U.S. Air Force","Unknown Flight #","Townsville - Brisbane","Douglas C-47-DL","41-7733",27.00,27.00,0.00,"Crashed into the ocean.","Douglas",1.00,100
"624","08/11/1943","Unknown time","China","China National Aviation Corporation","Unknown Flight #","Unknown Route","Douglas C-53","48",3.00,3.00,0.00,"The cargo plane was shot down by Japanese fighters.","Douglas",1.00,100
"625","08/27/1943","Unknown time","Brazil","VASP","Unknown Flight #","Unknown Route","Junkers JU-52/3m","PP-SPD",21.00,18.00,0.00,"Struck a Naval Academy building while attemptin to take off.  The plane then broke in two and fell into the harbor. The plane was named 'City of Rio de Janiero.'","Junkers",0.86,86
"626","09/10/1943","16:00","Texas","Military - U.S. Army Air Forces","Unknown Flight #","Unknown Route","Boeing B-17F / Boeing B-17F","42-4621/42-6031",22.00,22.00,0.00,"Midair collision over the Gulf of Mexico while flying in formation. Eleven killed on each plane.","Boeing",1.00,100
"627","09/20/1943","08:50","North Carolina","Military - U.S. Army Air Forces","Unknown Flight #","Unknown Route","Douglas C-53D-DO","42-68729",25.00,25.00,0.00,"Crashed into a wooded area after nearly colliding with a glider being towed by another aircraft.  The evasive maneuver caused the aircraft to stall and crash.","Douglas",1.00,100
"628","09/22/1943","06:00","India","Military - U.S. Army Air Forces","Unknown Flight #","Unknown Route","Douglas C-53","42-6471",20.00,20.00,0.00,"Cashed into trees shortly after taking off.","Douglas",1.00,100
"629","10/15/1943","23:17","Tennessee","American Airlines","63","Nashville - Memphis","Douglas DC3-G102","NC16088",15.00,15.00,0.00,"The aircraft struck the ground nose-first in a vertical attitude while en route and was completely demolished by the impact. Inability of the aircraft to gain or maintain altitude due to carburetor ice, propeller ice or wing ice or some combination of these icing conditions, while over terrain and in weather unsuitable for an emergency landing.","Douglas",1.00,100
"630","10/19/1943","Unknown time","Canada","Military - Royal Canadian Air Force","Unknown Flight #","Unknown Route","Consolidated B-24","Unknown Registration",24.00,24.00,0.00,"The plane crashed in a snowstorm, on a cliff near the summit of Black Mountain, 60 miles north of its destination, Montreal. The wreckage was located three years later.","Consolidated",1.00,100
"631","10/22/1943","Unknown time","Sweden","AB Aerotransport","Unknown Flight #","Unknown Route","Douglas DC-3","SE-BAG",15.00,13.00,0.00,"Shot down by a Ju88, German military aircraft.","Douglas",0.87,87
"632","10/22/1943","20:20","Georgia","Military - U.S. Army Air Forces","Unknown Flight #","Unknown Route","Douglas C-47-DL","42-5677",20.00,20.00,0.00,"Stalled when it was making a descending turn during a parachute exercise.","Douglas",1.00,100
